id,name,parent_location,year,type,filings,filing_rate,threatened,threatened_rate,judgements,judgement_rate
1209625,"Bushnell city, Florida",Florida,2011,observed,1,0.37,1,0.37,1,0.37
1209625,"Bushnell city, Florida",Florida,2012,observed,1,0.37,1,0.37,1,0.37
1209625,"Bushnell city, Florida",Florida,2013,observed,5,1.85,5,1.85,5,1.85
1209625,"Bushnell city, Florida",Florida,2014,observed,2,0.74,2,0.74,2,0.74
1209625,"Bushnell city, Florida",Florida,2015,observed,3,1.11,3,1.11,3,1.11
1209625,"Bushnell city, Florida",Florida,2016,observed,2,0.75,2,0.75,2,0.75
1209625,"Bushnell city, Florida",Florida,2017,observed,1,0.38,1,0.38,1,0.38
1209625,"Bushnell city, Florida",Florida,2018,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2000,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2001,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2002,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2003,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2004,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2005,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2006,observed,13,2.67,12,2.46,6,1.23
1209630,"Butler Beach CDP, Florida",Florida,2007,observed,10,2.05,10,2.05,4,0.82
1209630,"Butler Beach CDP, Florida",Florida,2008,observed,19,3.9,18,3.7,14,2.87
1209630,"Butler Beach CDP, Florida",Florida,2009,observed,19,3.9,19,3.9,14,2.87
1209630,"Butler Beach CDP, Florida",Florida,2010,observed,7,1.34,7,1.34,4,0.76
1209630,"Butler Beach CDP, Florida",Florida,2011,observed,1,0.16,1,0.16,1,0.16
1209630,"Butler Beach CDP, Florida",Florida,2012,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2013,observed,1,0.16,1,0.16,1,0.16
1209630,"Butler Beach CDP, Florida",Florida,2014,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2015,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2016,observed,,,,,,
1209630,"Butler Beach CDP, Florida",Florida,2017,observed,1,0.36,1,0.36,0,0
1209630,"Butler Beach CDP, Florida",Florida,2018,observed,5,1.79,5,1.79,0,0
1209655,"Cabana Colony CDP, Florida",Florida,2000,observed,8,,7,,1,
1209655,"Cabana Colony CDP, Florida",Florida,2001,observed,9,,7,,3,
1209655,"Cabana Colony CDP, Florida",Florida,2002,observed,12,,8,,6,
1209655,"Cabana Colony CDP, Florida",Florida,2003,observed,18,,13,,6,
1209655,"Cabana Colony CDP, Florida",Florida,2004,observed,19,,16,,8,
1209655,"Cabana Colony CDP, Florida",Florida,2005,observed,14,,14,,7,
1209655,"Cabana Colony CDP, Florida",Florida,2006,observed,13,,12,,6,
1209655,"Cabana Colony CDP, Florida",Florida,2007,observed,21,,18,,10,
1209655,"Cabana Colony CDP, Florida",Florida,2008,observed,13,,13,,6,
1209655,"Cabana Colony CDP, Florida",Florida,2009,observed,11,,11,,3,
1209655,"Cabana Colony CDP, Florida",Florida,2010,observed,12,4.94,10,4.12,2,0.82
1209655,"Cabana Colony CDP, Florida",Florida,2011,observed,14,4.43,13,4.11,3,0.95
1209655,"Cabana Colony CDP, Florida",Florida,2012,observed,18,5.7,15,4.75,1,0.32
1209655,"Cabana Colony CDP, Florida",Florida,2013,observed,10,3.16,8,2.53,1,0.32
1209655,"Cabana Colony CDP, Florida",Florida,2014,observed,19,6.01,15,4.75,4,1.27
1209655,"Cabana Colony CDP, Florida",Florida,2015,observed,6,1.9,6,1.9,1,0.32
1209655,"Cabana Colony CDP, Florida",Florida,2016,observed,5,1.71,5,1.71,5,1.71
1209655,"Cabana Colony CDP, Florida",Florida,2017,observed,3,1.02,3,1.02,2,0.68
1209655,"Cabana Colony CDP, Florida",Florida,2018,observed,3,1.02,3,1.02,1,0.34
1209700,"Callahan town, Florida",Florida,2000,observed,1,0.47,1,0.47,1,0.47
1209700,"Callahan town, Florida",Florida,2001,observed,8,3.76,8,3.76,8,3.76
1209700,"Callahan town, Florida",Florida,2002,observed,8,3.76,8,3.76,8,3.76
1209700,"Callahan town, Florida",Florida,2003,observed,5,2.35,5,2.35,5,2.35
1209700,"Callahan town, Florida",Florida,2004,observed,6,2.82,6,2.82,6,2.82
1209700,"Callahan town, Florida",Florida,2005,observed,4,1.28,4,1.28,4,1.28
1209700,"Callahan town, Florida",Florida,2006,observed,5,1.6,5,1.6,5,1.6
1209700,"Callahan town, Florida",Florida,2007,observed,6,1.92,6,1.92,6,1.92
1209700,"Callahan town, Florida",Florida,2008,observed,3,0.96,3,0.96,3,0.96
1209700,"Callahan town, Florida",Florida,2009,observed,1,0.32,1,0.32,1,0.32
1209700,"Callahan town, Florida",Florida,2010,observed,1,0.4,1,0.4,1,0.4
1209700,"Callahan town, Florida",Florida,2011,observed,2,0.66,2,0.66,2,0.66
1209700,"Callahan town, Florida",Florida,2012,observed,4,1.33,4,1.33,0,0
1209700,"Callahan town, Florida",Florida,2013,observed,2,0.66,2,0.66,1,0.33
1209700,"Callahan town, Florida",Florida,2014,observed,3,1,3,1,1,0.33
1209700,"Callahan town, Florida",Florida,2015,observed,,,,,,
1209700,"Callahan town, Florida",Florida,2016,observed,11,3.58,11,3.58,7,2.28
1209700,"Callahan town, Florida",Florida,2017,observed,2,0.65,2,0.65,0,0
1209700,"Callahan town, Florida",Florida,2018,observed,13,4.23,13,4.23,7,2.28
1209725,"Callaway city, Florida",Florida,2000,observed,3,0.15,3,0.15,3,0.15
1209725,"Callaway city, Florida",Florida,2001,observed,1,0.05,1,0.05,1,0.05
1209725,"Callaway city, Florida",Florida,2002,observed,35,1.79,31,1.58,4,0.2
1209725,"Callaway city, Florida",Florida,2003,observed,48,2.45,44,2.25,7,0.36
1209725,"Callaway city, Florida",Florida,2004,observed,59,3.01,57,2.91,8,0.41
1209725,"Callaway city, Florida",Florida,2005,observed,,,,,,
1209725,"Callaway city, Florida",Florida,2006,observed,6,0.31,6,0.31,6,0.31
1209725,"Callaway city, Florida",Florida,2007,observed,66,3.37,63,3.22,5,0.26
1209725,"Callaway city, Florida",Florida,2008,observed,132,6.74,118,6.03,41,2.09
1209725,"Callaway city, Florida",Florida,2009,observed,101,5.16,96,4.9,53,2.71
1209725,"Callaway city, Florida",Florida,2010,observed,95,4.51,88,4.18,54,2.56
1209725,"Callaway city, Florida",Florida,2011,observed,124,5.94,115,5.51,54,2.58
1209725,"Callaway city, Florida",Florida,2012,observed,86,4.12,84,4.02,54,2.58
1209725,"Callaway city, Florida",Florida,2013,observed,118,5.65,110,5.27,53,2.54
1209725,"Callaway city, Florida",Florida,2014,observed,106,5.07,102,4.88,60,2.87
1209725,"Callaway city, Florida",Florida,2015,observed,140,6.7,133,6.37,91,4.36
1209725,"Callaway city, Florida",Florida,2016,observed,138,6.92,136,6.82,86,4.31
1209725,"Callaway city, Florida",Florida,2017,observed,171,8.57,162,8.12,112,5.61
1209725,"Callaway city, Florida",Florida,2018,observed,164,8.22,152,7.62,92,4.61
1209875,"Campbell CDP, Florida",Florida,2000,observed,3,0.49,3,0.49,3,0.49
1209875,"Campbell CDP, Florida",Florida,2001,observed,2,0.33,2,0.33,2,0.33
1209875,"Campbell CDP, Florida",Florida,2002,observed,4,0.66,4,0.66,4,0.66
1209875,"Campbell CDP, Florida",Florida,2003,observed,3,0.49,3,0.49,3,0.49
1209875,"Campbell CDP, Florida",Florida,2004,observed,11,1.81,10,1.64,10,1.64
1209875,"Campbell CDP, Florida",Florida,2005,observed,7,1.1,7,1.1,7,1.1
1209875,"Campbell CDP, Florida",Florida,2006,observed,8,1.26,8,1.26,7,1.1
1209875,"Campbell CDP, Florida",Florida,2007,observed,6,0.94,5,0.78,4,0.63
1209875,"Campbell CDP, Florida",Florida,2008,observed,14,2.2,11,1.73,9,1.41
1209875,"Campbell CDP, Florida",Florida,2009,observed,15,2.35,12,1.88,6,0.94
1209875,"Campbell CDP, Florida",Florida,2010,observed,7,1.43,7,1.43,1,0.2
1209875,"Campbell CDP, Florida",Florida,2011,observed,10,1.78,10,1.78,5,0.89
1209875,"Campbell CDP, Florida",Florida,2012,observed,8,1.42,8,1.42,5,0.89
1209875,"Campbell CDP, Florida",Florida,2013,observed,12,2.13,12,2.13,9,1.6
1209875,"Campbell CDP, Florida",Florida,2014,observed,13,2.31,13,2.31,7,1.24
1209875,"Campbell CDP, Florida",Florida,2015,observed,15,2.66,13,2.31,3,0.53
1209875,"Campbell CDP, Florida",Florida,2016,observed,11,1.9,10,1.73,7,1.21
1209875,"Campbell CDP, Florida",Florida,2017,observed,14,2.42,14,2.42,12,2.07
1209875,"Campbell CDP, Florida",Florida,2018,observed,13,2.25,13,2.25,8,1.38
1209900,"Campbellton town, Florida",Florida,2000,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2001,observed,2,11.11,2,11.11,2,11.11
1209900,"Campbellton town, Florida",Florida,2002,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2003,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2004,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2005,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2006,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2007,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2008,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2009,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2010,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2011,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2012,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2013,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2014,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2015,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2016,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2017,observed,,,,,,
1209900,"Campbellton town, Florida",Florida,2018,observed,,,,,,
1210100,"Canal Point CDP, Florida",Florida,2000,observed,4,3.88,1,0.97,3,2.91
1210100,"Canal Point CDP, Florida",Florida,2001,observed,2,1.94,2,1.94,0,0
1210100,"Canal Point CDP, Florida",Florida,2002,observed,,,,,,
1210100,"Canal Point CDP, Florida",Florida,2003,observed,4,3.88,3,2.91,2,1.94
1210100,"Canal Point CDP, Florida",Florida,2004,observed,5,4.85,4,3.88,1,0.97
1210100,"Canal Point CDP, Florida",Florida,2005,observed,3,4.29,3,4.29,1,1.43
1210100,"Canal Point CDP, Florida",Florida,2006,observed,3,4.29,3,4.29,1,1.43
1210100,"Canal Point CDP, Florida",Florida,2007,observed,6,8.57,6,8.57,1,1.43
1210100,"Canal Point CDP, Florida",Florida,2008,observed,3,4.29,3,4.29,1,1.43
1210100,"Canal Point CDP, Florida",Florida,2009,observed,3,4.29,2,2.86,1,1.43
1210100,"Canal Point CDP, Florida",Florida,2010,observed,3,6,2,4,1,2
1210100,"Canal Point CDP, Florida",Florida,2011,observed,,,,,,
1210100,"Canal Point CDP, Florida",Florida,2012,observed,1,6.67,1,6.67,1,6.67
1210100,"Canal Point CDP, Florida",Florida,2013,observed,4,26.67,4,26.67,0,0
1210100,"Canal Point CDP, Florida",Florida,2014,observed,2,13.33,2,13.33,1,6.67
1210100,"Canal Point CDP, Florida",Florida,2015,observed,,,,,,
1210100,"Canal Point CDP, Florida",Florida,2016,observed,,,,,,
1210100,"Canal Point CDP, Florida",Florida,2017,observed,5,19.23,5,19.23,4,15.38
1210100,"Canal Point CDP, Florida",Florida,2018,observed,1,3.85,1,3.85,0,0
1210250,"Cape Canaveral city, Florida",Florida,2000,observed,34,1.34,34,1.34,33,1.3
1210250,"Cape Canaveral city, Florida",Florida,2001,observed,76,2.99,63,2.48,31,1.22
1210250,"Cape Canaveral city, Florida",Florida,2002,observed,112,4.41,98,3.86,53,2.09
1210250,"Cape Canaveral city, Florida",Florida,2003,observed,140,5.51,101,3.98,67,2.64
1210250,"Cape Canaveral city, Florida",Florida,2004,observed,101,3.98,92,3.62,40,1.57
1210250,"Cape Canaveral city, Florida",Florida,2005,observed,30,1.22,29,1.18,22,0.9
1210250,"Cape Canaveral city, Florida",Florida,2006,observed,110,4.48,106,4.32,24,0.98
1210250,"Cape Canaveral city, Florida",Florida,2007,observed,103,4.2,98,3.99,52,2.12
1210250,"Cape Canaveral city, Florida",Florida,2008,observed,80,3.26,80,3.26,50,2.04
1210250,"Cape Canaveral city, Florida",Florida,2009,observed,72,2.93,72,2.93,51,2.08
1210250,"Cape Canaveral city, Florida",Florida,2010,observed,103,3.72,100,3.61,75,2.71
1210250,"Cape Canaveral city, Florida",Florida,2011,observed,110,4.54,107,4.42,83,3.43
1210250,"Cape Canaveral city, Florida",Florida,2012,observed,128,5.28,124,5.12,99,4.09
1210250,"Cape Canaveral city, Florida",Florida,2013,observed,137,5.66,131,5.41,99,4.09
1210250,"Cape Canaveral city, Florida",Florida,2014,observed,109,4.5,103,4.25,76,3.14
1210250,"Cape Canaveral city, Florida",Florida,2015,observed,110,4.54,104,4.29,83,3.43
1210250,"Cape Canaveral city, Florida",Florida,2016,observed,102,5.04,97,4.8,62,3.07
1210250,"Cape Canaveral city, Florida",Florida,2017,observed,97,4.8,96,4.75,79,3.91
1210250,"Cape Canaveral city, Florida",Florida,2018,observed,91,4.5,86,4.25,65,3.21
1210275,"Cape Coral city, Florida",Florida,2000,observed,146,1.79,144,1.76,143,1.75
1210275,"Cape Coral city, Florida",Florida,2001,observed,138,1.69,135,1.65,108,1.32
1210275,"Cape Coral city, Florida",Florida,2002,observed,302,3.7,280,3.43,267,3.27
1210275,"Cape Coral city, Florida",Florida,2003,observed,410,5.02,383,4.69,373,4.57
1210275,"Cape Coral city, Florida",Florida,2004,observed,396,4.85,380,4.65,372,4.56
1210275,"Cape Coral city, Florida",Florida,2005,observed,389,2.74,382,2.69,377,2.66
1210275,"Cape Coral city, Florida",Florida,2006,observed,433,3.05,430,3.03,404,2.85
1210275,"Cape Coral city, Florida",Florida,2007,observed,690,4.87,669,4.72,558,3.94
1210275,"Cape Coral city, Florida",Florida,2008,observed,735,5.18,723,5.1,685,4.83
1210275,"Cape Coral city, Florida",Florida,2009,observed,434,3.06,432,3.05,427,3.01
1210275,"Cape Coral city, Florida",Florida,2010,observed,464,2.78,458,2.74,436,2.61
1210275,"Cape Coral city, Florida",Florida,2011,observed,536,2.88,528,2.83,473,2.54
1210275,"Cape Coral city, Florida",Florida,2012,observed,467,2.51,463,2.48,377,2.02
1210275,"Cape Coral city, Florida",Florida,2013,observed,473,2.54,469,2.52,361,1.94
1210275,"Cape Coral city, Florida",Florida,2014,observed,439,2.36,426,2.29,374,2.01
1210275,"Cape Coral city, Florida",Florida,2015,observed,296,1.59,295,1.58,276,1.48
1210275,"Cape Coral city, Florida",Florida,2016,observed,262,1.58,260,1.56,230,1.38
1210275,"Cape Coral city, Florida",Florida,2017,observed,335,2.01,326,1.96,265,1.59
1210275,"Cape Coral city, Florida",Florida,2018,observed,432,2.6,412,2.48,290,1.74
1210425,"Captiva CDP, Florida",Florida,2000,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2001,observed,1,2.56,1,2.56,1,2.56
1210425,"Captiva CDP, Florida",Florida,2002,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2003,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2004,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2005,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2006,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2007,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2008,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2009,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2010,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2011,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2012,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2013,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2014,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2015,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2016,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2017,observed,,,,,,
1210425,"Captiva CDP, Florida",Florida,2018,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2000,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2001,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2002,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2003,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2004,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2005,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2006,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2007,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2008,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2009,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2010,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2011,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2012,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2013,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2014,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2015,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2016,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2017,observed,,,,,,
1210725,"Carrabelle city, Florida",Florida,2018,observed,1,0.5,1,0.5,1,0.5
1210825,"Carrollwood CDP, Florida",Florida,2000,observed,203,,145,,77,
1210825,"Carrollwood CDP, Florida",Florida,2001,observed,214,,157,,86,
1210825,"Carrollwood CDP, Florida",Florida,2002,observed,213,,165,,99,
1210825,"Carrollwood CDP, Florida",Florida,2003,observed,224,,186,,124,
1210825,"Carrollwood CDP, Florida",Florida,2004,observed,214,,199,,149,
1210825,"Carrollwood CDP, Florida",Florida,2005,observed,249,,235,,150,
1210825,"Carrollwood CDP, Florida",Florida,2006,observed,153,,140,,98,
1210825,"Carrollwood CDP, Florida",Florida,2007,observed,159,,156,,132,
1210825,"Carrollwood CDP, Florida",Florida,2008,observed,159,,151,,107,
1210825,"Carrollwood CDP, Florida",Florida,2009,observed,176,,159,,109,
1210825,"Carrollwood CDP, Florida",Florida,2010,observed,188,4.3,175,4,116,2.65
1210825,"Carrollwood CDP, Florida",Florida,2011,observed,154,3.34,147,3.19,97,2.1
1210825,"Carrollwood CDP, Florida",Florida,2012,observed,115,2.49,106,2.3,90,1.95
1210825,"Carrollwood CDP, Florida",Florida,2013,observed,71,1.54,68,1.47,64,1.39
1210825,"Carrollwood CDP, Florida",Florida,2014,observed,109,2.36,106,2.3,85,1.84
1210825,"Carrollwood CDP, Florida",Florida,2015,observed,116,2.51,112,2.43,71,1.54
1210825,"Carrollwood CDP, Florida",Florida,2016,observed,125,2.52,120,2.42,79,1.6
1210825,"Carrollwood CDP, Florida",Florida,2017,observed,95,1.92,91,1.84,63,1.27
1210825,"Carrollwood CDP, Florida",Florida,2018,observed,95,1.92,88,1.78,59,1.19
1210975,"Caryville town, Florida",Florida,2000,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2001,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2002,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2003,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2004,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2005,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2006,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2007,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2008,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2009,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2010,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2011,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2012,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2013,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2014,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2015,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2016,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2017,observed,,,,,,
1210975,"Caryville town, Florida",Florida,2018,observed,,,,,,
1211050,"Casselberry city, Florida",Florida,2000,observed,170,4.58,166,4.48,163,4.4
1211050,"Casselberry city, Florida",Florida,2001,observed,181,4.88,149,4.02,100,2.7
1211050,"Casselberry city, Florida",Florida,2002,observed,206,5.56,194,5.23,189,5.1
1211050,"Casselberry city, Florida",Florida,2003,observed,243,6.55,199,5.37,195,5.26
1211050,"Casselberry city, Florida",Florida,2004,observed,236,6.36,227,6.12,221,5.96
1211050,"Casselberry city, Florida",Florida,2005,observed,261,6.61,250,6.33,241,6.1
1211050,"Casselberry city, Florida",Florida,2006,observed,207,5.24,197,4.99,190,4.81
1211050,"Casselberry city, Florida",Florida,2007,observed,253,6.41,237,6,227,5.75
1211050,"Casselberry city, Florida",Florida,2008,observed,160,4.05,152,3.85,149,3.77
1211050,"Casselberry city, Florida",Florida,2009,observed,164,4.15,160,4.05,139,3.52
1211050,"Casselberry city, Florida",Florida,2010,observed,234,4.79,227,4.65,196,4.01
1211050,"Casselberry city, Florida",Florida,2011,observed,211,4.96,207,4.87,182,4.28
1211050,"Casselberry city, Florida",Florida,2012,observed,224,5.27,219,5.15,194,4.56
1211050,"Casselberry city, Florida",Florida,2013,observed,185,4.35,181,4.25,135,3.17
1211050,"Casselberry city, Florida",Florida,2014,observed,209,4.91,198,4.65,161,3.78
1211050,"Casselberry city, Florida",Florida,2015,observed,184,4.33,182,4.28,167,3.93
1211050,"Casselberry city, Florida",Florida,2016,observed,136,2.63,134,2.59,124,2.4
1211050,"Casselberry city, Florida",Florida,2017,observed,191,3.7,182,3.52,142,2.75
1211050,"Casselberry city, Florida",Florida,2018,observed,208,4.03,184,3.56,109,2.11
1211150,"Cedar Grove town, Florida",Florida,2000,observed,,,,,,
1211150,"Cedar Grove town, Florida",Florida,2001,observed,1,0.14,1,0.14,1,0.14
1211150,"Cedar Grove town, Florida",Florida,2002,observed,14,2.02,14,2.02,1,0.14
1211150,"Cedar Grove town, Florida",Florida,2003,observed,10,1.44,10,1.44,7,1.01
1211150,"Cedar Grove town, Florida",Florida,2004,observed,8,1.15,8,1.15,1,0.14
1211150,"Cedar Grove town, Florida",Florida,2005,observed,1,,1,,1,
1211150,"Cedar Grove town, Florida",Florida,2006,observed,2,,2,,2,
1211150,"Cedar Grove town, Florida",Florida,2007,observed,35,,32,,1,
1211150,"Cedar Grove town, Florida",Florida,2008,observed,58,,48,,13,
1211150,"Cedar Grove town, Florida",Florida,2009,observed,52,,44,,21,
1211150,"Cedar Grove CDP, Florida",Florida,2010,observed,35,7.28,34,7.07,20,4.16
1211150,"Cedar Grove CDP, Florida",Florida,2011,observed,27,5.21,26,5.02,17,3.28
1211150,"Cedar Grove CDP, Florida",Florida,2012,observed,52,10.04,42,8.11,29,5.6
1211150,"Cedar Grove CDP, Florida",Florida,2013,observed,87,16.8,75,14.48,42,8.11
1211150,"Cedar Grove CDP, Florida",Florida,2014,observed,64,12.36,61,11.78,43,8.3
1211150,"Cedar Grove CDP, Florida",Florida,2015,observed,75,14.48,71,13.71,38,7.34
1211150,"Cedar Grove CDP, Florida",Florida,2016,observed,46,7.73,45,7.56,26,4.37
1211150,"Cedar Grove CDP, Florida",Florida,2017,observed,50,8.4,47,7.9,36,6.05
1211150,"Cedar Grove CDP, Florida",Florida,2018,observed,53,8.91,51,8.57,31,5.21
1211225,"Cedar Key city, Florida",Florida,2000,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2001,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2002,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2003,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2004,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2005,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2006,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2007,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2008,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2009,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2010,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2011,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2012,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2013,observed,2,1.87,2,1.87,2,1.87
1211225,"Cedar Key city, Florida",Florida,2014,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2015,observed,1,0.93,1,0.93,0,0
1211225,"Cedar Key city, Florida",Florida,2016,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2017,observed,,,,,,
1211225,"Cedar Key city, Florida",Florida,2018,observed,,,,,,
1211285,"Celebration CDP, Florida",Florida,2000,observed,2,0.56,2,0.56,2,0.56
1211285,"Celebration CDP, Florida",Florida,2001,observed,4,1.13,3,0.85,3,0.85
1211285,"Celebration CDP, Florida",Florida,2002,observed,7,1.97,7,1.97,6,1.69
1211285,"Celebration CDP, Florida",Florida,2003,observed,12,3.38,12,3.38,11,3.1
1211285,"Celebration CDP, Florida",Florida,2004,observed,16,4.51,15,4.23,15,4.23
1211285,"Celebration CDP, Florida",Florida,2005,observed,5,0.5,5,0.5,5,0.5
1211285,"Celebration CDP, Florida",Florida,2006,observed,9,0.91,9,0.91,8,0.81
1211285,"Celebration CDP, Florida",Florida,2007,observed,4,0.4,4,0.4,4,0.4
1211285,"Celebration CDP, Florida",Florida,2008,observed,14,1.41,11,1.11,4,0.4
1211285,"Celebration CDP, Florida",Florida,2009,observed,34,3.43,21,2.12,15,1.51
1211285,"Celebration CDP, Florida",Florida,2010,observed,18,1.65,18,1.65,3,0.28
1211285,"Celebration CDP, Florida",Florida,2011,observed,19,1.96,17,1.76,12,1.24
1211285,"Celebration CDP, Florida",Florida,2012,observed,21,2.17,17,1.76,10,1.03
1211285,"Celebration CDP, Florida",Florida,2013,observed,20,2.07,18,1.86,8,0.83
1211285,"Celebration CDP, Florida",Florida,2014,observed,14,1.45,14,1.45,8,0.83
1211285,"Celebration CDP, Florida",Florida,2015,observed,18,1.86,18,1.86,9,0.93
1211285,"Celebration CDP, Florida",Florida,2016,observed,34,2.16,30,1.91,18,1.15
1211285,"Celebration CDP, Florida",Florida,2017,observed,43,2.74,40,2.54,17,1.08
1211285,"Celebration CDP, Florida",Florida,2018,observed,14,0.89,12,0.76,7,0.45
1211325,"Center Hill city, Florida",Florida,2000,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2001,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2002,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2003,observed,3,4.35,1,1.45,2,2.9
1211325,"Center Hill city, Florida",Florida,2004,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2005,observed,1,0.73,1,0.73,1,0.73
1211325,"Center Hill city, Florida",Florida,2006,observed,1,0.73,1,0.73,1,0.73
1211325,"Center Hill city, Florida",Florida,2007,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2008,observed,2,1.46,2,1.46,2,1.46
1211325,"Center Hill city, Florida",Florida,2009,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2010,observed,1,1.02,1,1.02,1,1.02
1211325,"Center Hill city, Florida",Florida,2011,observed,,,,,,
1211325,"Center Hill city, Florida",Florida,2012,observed,3,2.13,3,2.13,3,2.13
1211325,"Center Hill city, Florida",Florida,2013,observed,1,0.71,1,0.71,1,0.71
