fips,cofips,tract,county,state,year,type,filings,filing_rate,threatened,threatened_rate,judgements,judgement_rate
12086004607,12086,Census Tract 46.07,Miami-Dade County,Florida,2000,observed,,,,,,
12086000410,12086,Census Tract 4.10,Miami-Dade County,Florida,2000,observed,1.0,0.38,1.0,0.38,1.0,0.38
12086014600,12086,Census Tract 146,Miami-Dade County,Florida,2000,observed,5.0,0.82,5.0,0.82,5.0,0.82
12086014200,12086,Census Tract 142,Miami-Dade County,Florida,2000,observed,,,,,,
12086006713,12086,Census Tract 67.13,Miami-Dade County,Florida,2000,observed,10.0,1.61,9.0,1.45,8.0,1.29
12086006402,12086,Census Tract 64.02,Miami-Dade County,Florida,2000,observed,6.0,0.73,6.0,0.73,6.0,0.73
12086009044,12086,Census Tract 90.44,Miami-Dade County,Florida,2000,observed,,,,,,
12086004000,12086,Census Tract 40,Miami-Dade County,Florida,2000,observed,8.0,1.08,8.0,1.08,8.0,1.08
12086007103,12086,Census Tract 71.03,Miami-Dade County,Florida,2000,observed,6.0,1.62,6.0,1.62,6.0,1.62
12086001002,12086,Census Tract 10.02,Miami-Dade County,Florida,2000,observed,32.0,4.79,32.0,4.79,31.0,4.64
12086010300,12086,Census Tract 103,Miami-Dade County,Florida,2000,observed,4.0,1.11,4.0,1.11,4.0,1.11
12086006504,12086,Census Tract 65.04,Miami-Dade County,Florida,2000,observed,1.0,0.28,1.0,0.28,1.0,0.28
12086008410,12086,Census Tract 84.10,Miami-Dade County,Florida,2000,observed,2.0,0.57,2.0,0.57,2.0,0.57
12086008102,12086,Census Tract 81.02,Miami-Dade County,Florida,2000,observed,1.0,0.91,1.0,0.91,1.0,0.91
12086000113,12086,Census Tract 1.13,Miami-Dade County,Florida,2000,observed,24.0,3.05,23.0,2.92,20.0,2.54
12086015500,12086,Census Tract 155,Miami-Dade County,Florida,2000,observed,3.0,1.51,3.0,1.51,3.0,1.51
12086011009,12086,Census Tract 110.09,Miami-Dade County,Florida,2000,observed,,,,,,
12086002501,12086,Census Tract 25.01,Miami-Dade County,Florida,2000,observed,9.0,1.24,9.0,1.24,9.0,1.24
12086016800,12086,Census Tract 168,Miami-Dade County,Florida,2000,observed,1.0,0.15,1.0,0.15,1.0,0.15
12086011201,12086,Census Tract 112.01,Miami-Dade County,Florida,2000,observed,10.0,3.28,10.0,3.28,10.0,3.28
12086008306,12086,Census Tract 83.06,Miami-Dade County,Florida,2000,observed,6.0,1.41,6.0,1.41,6.0,1.41
12086002004,12086,Census Tract 20.04,Miami-Dade County,Florida,2000,observed,17.0,2.15,17.0,2.15,17.0,2.15
12086007606,12086,Census Tract 76.06,Miami-Dade County,Florida,2000,observed,5.0,0.54,5.0,0.54,5.0,0.54
12086003912,12086,Census Tract 39.12,Miami-Dade County,Florida,2000,observed,20.0,1.92,19.0,1.82,19.0,1.82
12086003917,12086,Census Tract 39.17,Miami-Dade County,Florida,2000,observed,25.0,1.74,23.0,1.6,20.0,1.39
12086003915,12086,Census Tract 39.15,Miami-Dade County,Florida,2000,observed,26.0,1.77,26.0,1.77,26.0,1.77
12086005600,12086,Census Tract 56,Miami-Dade County,Florida,2000,observed,3.0,0.58,3.0,0.58,3.0,0.58
12086006802,12086,Census Tract 68.02,Miami-Dade County,Florida,2000,observed,,,,,,
12086009803,12086,Census Tract 98.03,Miami-Dade County,Florida,2000,observed,5.0,3.65,5.0,3.65,5.0,3.65
12086012200,12086,Census Tract 122,Miami-Dade County,Florida,2000,observed,,,,,,
12086002403,12086,Census Tract 24.03,Miami-Dade County,Florida,2000,observed,17.0,1.18,17.0,1.18,17.0,1.18
12086015800,12086,Census Tract 158,Miami-Dade County,Florida,2000,observed,2.0,0.84,2.0,0.84,2.0,0.84
12086001301,12086,Census Tract 13.01,Miami-Dade County,Florida,2000,observed,39.0,2.68,39.0,2.68,39.0,2.68
12086013300,12086,Census Tract 133,Miami-Dade County,Florida,2000,observed,1.0,0.48,1.0,0.48,1.0,0.48
12086000607,12086,Census Tract 6.07,Miami-Dade County,Florida,2000,observed,2.0,0.21,2.0,0.21,2.0,0.21
12086980200,12086,Census Tract 9802,Miami-Dade County,Florida,2000,observed,,,,,,
12086003919,12086,Census Tract 39.19,Miami-Dade County,Florida,2000,observed,3.0,0.34,3.0,0.34,3.0,0.34
12086005802,12086,Census Tract 58.02,Miami-Dade County,Florida,2000,observed,7.0,0.74,7.0,0.74,7.0,0.74
12086017500,12086,Census Tract 175,Miami-Dade County,Florida,2000,observed,11.0,1.08,11.0,1.08,11.0,1.08
12086004702,12086,Census Tract 47.02,Miami-Dade County,Florida,2000,observed,10.0,1.12,10.0,1.12,10.0,1.12
12086015600,12086,Census Tract 156,Miami-Dade County,Florida,2000,observed,3.0,1.06,3.0,1.06,3.0,1.06
12086000123,12086,Census Tract 1.23,Miami-Dade County,Florida,2000,observed,2.0,0.27,2.0,0.27,2.0,0.27
12086020200,12086,Census Tract 202,Miami-Dade County,Florida,2000,observed,10.0,2.61,10.0,2.61,10.0,2.61
12086010208,12086,Census Tract 102.08,Miami-Dade County,Florida,2000,observed,38.0,3.09,38.0,3.09,34.0,2.76
12086000711,12086,Census Tract 7.11,Miami-Dade County,Florida,2000,observed,1.0,0.08,1.0,0.08,1.0,0.08
12086008309,12086,Census Tract 83.09,Miami-Dade County,Florida,2000,observed,5.0,0.77,5.0,0.77,5.0,0.77
12086007503,12086,Census Tract 75.03,Miami-Dade County,Florida,2000,observed,1.0,1.09,1.0,1.09,1.0,1.09
12086004106,12086,Census Tract 41.06,Miami-Dade County,Florida,2000,observed,3.0,0.24,3.0,0.24,3.0,0.24
12086013400,12086,Census Tract 134,Miami-Dade County,Florida,2000,observed,2.0,0.17,2.0,0.17,2.0,0.17
12086009704,12086,Census Tract 97.04,Miami-Dade County,Florida,2000,observed,9.0,3.51,8.0,3.12,8.0,3.12
12086009600,12086,Census Tract 96,Miami-Dade County,Florida,2000,observed,61.0,4.75,60.0,4.68,53.0,4.13
12086005902,12086,Census Tract 59.02,Miami-Dade County,Florida,2000,observed,,,,,,
12086017600,12086,Census Tract 176,Miami-Dade County,Florida,2000,observed,66.0,8.84,63.0,8.44,62.0,8.3
12086010204,12086,Census Tract 102.04,Miami-Dade County,Florida,2000,observed,,,,,,
12086001003,12086,Census Tract 10.03,Miami-Dade County,Florida,2000,observed,18.0,2.47,18.0,2.47,17.0,2.33
12086003916,12086,Census Tract 39.16,Miami-Dade County,Florida,2000,observed,23.0,1.66,23.0,1.66,21.0,1.51
12086000503,12086,Census Tract 5.03,Miami-Dade County,Florida,2000,observed,82.0,5.92,81.0,5.85,73.0,5.27
12086011800,12086,Census Tract 118,Miami-Dade County,Florida,2000,observed,,,,,,
12086013000,12086,Census Tract 130,Miami-Dade County,Florida,2000,observed,8.0,2.74,8.0,2.74,8.0,2.74
12086017300,12086,Census Tract 173,Miami-Dade County,Florida,2000,observed,1.0,0.51,1.0,0.51,1.0,0.51
12086011404,12086,Census Tract 114.04,Miami-Dade County,Florida,2000,observed,1.0,0.19,1.0,0.19,1.0,0.19
12086008414,12086,Census Tract 84.14,Miami-Dade County,Florida,2000,observed,1.0,0.47,1.0,0.47,1.0,0.47
12086010612,12086,Census Tract 106.12,Miami-Dade County,Florida,2000,observed,2.0,0.44,2.0,0.44,1.0,0.22
12086007804,12086,Census Tract 78.04,Miami-Dade County,Florida,2000,observed,22.0,3.78,21.0,3.61,20.0,3.44
12086005405,12086,Census Tract 54.05,Miami-Dade County,Florida,2000,observed,7.0,0.84,7.0,0.84,6.0,0.72
12086000124,12086,Census Tract 1.24,Miami-Dade County,Florida,2000,observed,29.0,5.21,27.0,4.85,27.0,4.85
12086007501,12086,Census Tract 75.01,Miami-Dade County,Florida,2000,observed,,,,,,
12086009029,12086,Census Tract 90.29,Miami-Dade County,Florida,2000,observed,4.0,0.5,4.0,0.5,4.0,0.5
12086980700,12086,Census Tract 9807,Miami-Dade County,Florida,2000,observed,,,,,,
12086014100,12086,Census Tract 141,Miami-Dade County,Florida,2000,observed,,,,,,
12086003601,12086,Census Tract 36.01,Miami-Dade County,Florida,2000,observed,33.0,4.05,33.0,4.05,31.0,3.81
12086012400,12086,Census Tract 124,Miami-Dade County,Florida,2000,observed,2.0,1.53,2.0,1.53,2.0,1.53
12086006503,12086,Census Tract 65.03,Miami-Dade County,Florida,2000,observed,2.0,0.45,2.0,0.45,2.0,0.45
12086009020,12086,Census Tract 90.20,Miami-Dade County,Florida,2000,observed,7.0,1.28,7.0,1.28,6.0,1.09
12086000119,12086,Census Tract 1.19,Miami-Dade County,Florida,2000,observed,5.0,1.24,5.0,1.24,5.0,1.24
12086000709,12086,Census Tract 7.09,Miami-Dade County,Florida,2000,observed,9.0,0.56,9.0,0.56,9.0,0.56
12086007805,12086,Census Tract 78.05,Miami-Dade County,Florida,2000,observed,5.0,0.38,5.0,0.38,5.0,0.38
12086000710,12086,Census Tract 7.10,Miami-Dade County,Florida,2000,observed,18.0,1.72,18.0,1.72,18.0,1.72
12086009200,12086,Census Tract 92,Miami-Dade County,Florida,2000,observed,1.0,0.95,1.0,0.95,1.0,0.95
12086002202,12086,Census Tract 22.02,Miami-Dade County,Florida,2000,observed,20.0,2.56,20.0,2.56,19.0,2.43
12086019600,12086,Census Tract 196,Miami-Dade County,Florida,2000,observed,,,,,,
12086007200,12086,Census Tract 72,Miami-Dade County,Florida,2000,observed,28.0,3.86,28.0,3.86,24.0,3.31
12086006301,12086,Census Tract 63.01,Miami-Dade County,Florida,2000,observed,7.0,0.41,7.0,0.41,7.0,0.41
12086011003,12086,Census Tract 110.03,Miami-Dade County,Florida,2000,observed,1.0,0.52,1.0,0.52,0.0,0.0
12086001602,12086,Census Tract 16.02,Miami-Dade County,Florida,2000,observed,1.0,0.14,1.0,0.14,1.0,0.14
12086011001,12086,Census Tract 110.01,Miami-Dade County,Florida,2000,observed,29.0,1.9,28.0,1.84,25.0,1.64
12086011008,12086,Census Tract 110.08,Miami-Dade County,Florida,2000,observed,,,,,,
12086008701,12086,Census Tract 87.01,Miami-Dade County,Florida,2000,observed,1.0,0.47,1.0,0.47,1.0,0.47
12086000705,12086,Census Tract 7.05,Miami-Dade County,Florida,2000,observed,5.0,0.37,5.0,0.37,5.0,0.37
12086010801,12086,Census Tract 108.01,Miami-Dade County,Florida,2000,observed,7.0,0.96,7.0,0.96,6.0,0.82
12086004301,12086,Census Tract 43.01,Miami-Dade County,Florida,2000,observed,34.0,5.6,30.0,4.94,27.0,4.45
12086010704,12086,Census Tract 107.04,Miami-Dade County,Florida,2000,observed,8.0,0.91,7.0,0.8,7.0,0.8
12086000301,12086,Census Tract 3.01,Miami-Dade County,Florida,2000,observed,44.0,5.05,42.0,4.82,36.0,4.13
12086020100,12086,Census Tract 201,Miami-Dade County,Florida,2000,observed,2.0,1.97,2.0,1.97,1.0,0.99
12086004605,12086,Census Tract 46.05,Miami-Dade County,Florida,2000,observed,,,,,,
12086004102,12086,Census Tract 41.02,Miami-Dade County,Florida,2000,observed,3.0,0.85,3.0,0.85,3.0,0.85
12086008202,12086,Census Tract 82.02,Miami-Dade County,Florida,2000,observed,3.0,1.81,3.0,1.81,2.0,1.2
12086007704,12086,Census Tract 77.04,Miami-Dade County,Florida,2000,observed,14.0,1.46,14.0,1.46,14.0,1.46
12086007801,12086,Census Tract 78.01,Miami-Dade County,Florida,2000,observed,,,,,,
12086009100,12086,Census Tract 91,Miami-Dade County,Florida,2000,observed,15.0,1.28,15.0,1.28,15.0,1.28
12086001801,12086,Census Tract 18.01,Miami-Dade County,Florida,2000,observed,12.0,2.0,12.0,2.0,12.0,2.0
12086007605,12086,Census Tract 76.05,Miami-Dade County,Florida,2000,observed,1.0,0.31,1.0,0.31,1.0,0.31
12086002100,12086,Census Tract 21,Miami-Dade County,Florida,2000,observed,15.0,2.58,15.0,2.58,13.0,2.24
12086011600,12086,Census Tract 116,Miami-Dade County,Florida,2000,observed,23.0,3.37,23.0,3.37,22.0,3.22
12086013200,12086,Census Tract 132,Miami-Dade County,Florida,2000,observed,1.0,0.2,1.0,0.2,1.0,0.2
12086002201,12086,Census Tract 22.01,Miami-Dade County,Florida,2000,observed,44.0,4.95,44.0,4.95,44.0,4.95
12086009017,12086,Census Tract 90.17,Miami-Dade County,Florida,2000,observed,2.0,0.48,2.0,0.48,2.0,0.48
12086010201,12086,Census Tract 102.01,Miami-Dade County,Florida,2000,observed,2.0,3.33,2.0,3.33,2.0,3.33
12086007300,12086,Census Tract 73,Miami-Dade County,Florida,2000,observed,,,,,,
12086000601,12086,Census Tract 6.01,Miami-Dade County,Florida,2000,observed,2.0,0.66,2.0,0.66,2.0,0.66
12086000807,12086,Census Tract 8.07,Miami-Dade County,Florida,2000,observed,11.0,1.74,11.0,1.74,11.0,1.74
12086008901,12086,Census Tract 89.01,Miami-Dade County,Florida,2000,observed,5.0,1.28,5.0,1.28,5.0,1.28
12086008805,12086,Census Tract 88.05,Miami-Dade County,Florida,2000,observed,2.0,0.28,2.0,0.28,2.0,0.28
12086009901,12086,Census Tract 99.01,Miami-Dade County,Florida,2000,observed,71.0,5.17,66.0,4.81,59.0,4.3
12086014800,12086,Census Tract 148,Miami-Dade County,Florida,2000,observed,16.0,4.07,16.0,4.07,15.0,3.82
12086009010,12086,Census Tract 90.10,Miami-Dade County,Florida,2000,observed,12.0,4.05,12.0,4.05,11.0,3.71
12086006601,12086,Census Tract 66.01,Miami-Dade County,Florida,2000,observed,17.0,1.01,17.0,1.01,17.0,1.01
12086000706,12086,Census Tract 7.06,Miami-Dade County,Florida,2000,observed,19.0,1.09,19.0,1.09,19.0,1.09
12086001606,12086,Census Tract 16.06,Miami-Dade County,Florida,2000,observed,15.0,1.84,15.0,1.84,15.0,1.84
12086011403,12086,Census Tract 114.03,Miami-Dade County,Florida,2000,observed,12.0,2.19,11.0,2.01,11.0,2.01
12086980300,12086,Census Tract 9803,Miami-Dade County,Florida,2000,observed,,,,,,
12086000903,12086,Census Tract 9.03,Miami-Dade County,Florida,2000,observed,4.0,0.85,4.0,0.85,4.0,0.85
12086006302,12086,Census Tract 63.02,Miami-Dade County,Florida,2000,observed,6.0,0.83,6.0,0.83,6.0,0.83
12086000708,12086,Census Tract 7.08,Miami-Dade County,Florida,2000,observed,9.0,0.84,9.0,0.84,9.0,0.84
12086000806,12086,Census Tract 8.06,Miami-Dade County,Florida,2000,observed,11.0,1.13,11.0,1.13,11.0,1.13
12086003922,12086,Census Tract 39.22,Miami-Dade County,Florida,2000,observed,3.0,3.99,3.0,3.99,3.0,3.99
12086005901,12086,Census Tract 59.01,Miami-Dade County,Florida,2000,observed,1.0,0.2,1.0,0.2,1.0,0.2
12086010802,12086,Census Tract 108.02,Miami-Dade County,Florida,2000,observed,31.0,5.63,30.0,5.45,24.0,4.36
12086010604,12086,Census Tract 106.04,Miami-Dade County,Florida,2000,observed,5.0,3.55,5.0,3.55,5.0,3.55
12086009804,12086,Census Tract 98.04,Miami-Dade County,Florida,2000,observed,3.0,2.1,3.0,2.1,3.0,2.1
12086013700,12086,Census Tract 137,Miami-Dade County,Florida,2000,observed,21.0,2.76,21.0,2.76,20.0,2.63
12086005302,12086,Census Tract 53.02,Miami-Dade County,Florida,2000,observed,40.0,1.48,39.0,1.44,39.0,1.44
12086009309,12086,Census Tract 93.09,Miami-Dade County,Florida,2000,observed,10.0,0.83,10.0,0.83,10.0,0.83
12086001205,12086,Census Tract 12.05,Miami-Dade County,Florida,2000,observed,2.0,0.43,2.0,0.43,2.0,0.43
12086017400,12086,Census Tract 174,Miami-Dade County,Florida,2000,observed,6.0,0.84,6.0,0.84,5.0,0.7
12086011900,12086,Census Tract 119,Miami-Dade County,Florida,2000,observed,11.0,2.49,10.0,2.27,9.0,2.04
12086017000,12086,Census Tract 170,Miami-Dade County,Florida,2000,observed,1.0,0.28,1.0,0.28,1.0,0.28
12086004406,12086,Census Tract 44.06,Miami-Dade County,Florida,2000,observed,13.0,1.34,13.0,1.34,12.0,1.24
12086008502,12086,Census Tract 85.02,Miami-Dade County,Florida,2000,observed,1.0,0.26,1.0,0.26,1.0,0.26
12086007806,12086,Census Tract 78.06,Miami-Dade County,Florida,2000,observed,,,,,,
12086006403,12086,Census Tract 64.03,Miami-Dade County,Florida,2000,observed,8.0,1.07,8.0,1.07,7.0,0.94
12086980900,12086,Census Tract 9809,Miami-Dade County,Florida,2000,observed,,,,,,
12086006705,12086,Census Tract 67.05,Miami-Dade County,Florida,2000,observed,,,,,,
12086003909,12086,Census Tract 39.09,Miami-Dade County,Florida,2000,observed,4.0,0.35,4.0,0.35,4.0,0.35
12086009307,12086,Census Tract 93.07,Miami-Dade County,Florida,2000,observed,28.0,1.83,27.0,1.76,26.0,1.7
12086009038,12086,Census Tract 90.38,Miami-Dade County,Florida,2000,observed,18.0,12.54,18.0,12.54,17.0,11.84
12086001702,12086,Census Tract 17.02,Miami-Dade County,Florida,2000,observed,23.0,4.91,23.0,4.91,23.0,4.91
12086000130,12086,Census Tract 1.30,Miami-Dade County,Florida,2000,observed,2.0,0.86,2.0,0.86,2.0,0.86
12086001903,12086,Census Tract 19.03,Miami-Dade County,Florida,2000,observed,61.0,7.37,61.0,7.37,59.0,7.13
12086009306,12086,Census Tract 93.06,Miami-Dade County,Florida,2000,observed,8.0,1.09,8.0,1.09,7.0,0.95
12086009028,12086,Census Tract 90.28,Miami-Dade County,Florida,2000,observed,4.0,1.3,4.0,1.3,2.0,0.65
12086005502,12086,Census Tract 55.02,Miami-Dade County,Florida,2000,observed,6.0,0.4,6.0,0.4,6.0,0.4
12086014300,12086,Census Tract 143,Miami-Dade County,Florida,2000,observed,1.0,1.81,1.0,1.81,1.0,1.81
12086000131,12086,Census Tract 1.31,Miami-Dade County,Florida,2000,observed,15.0,8.51,15.0,8.51,14.0,7.95
12086010614,12086,Census Tract 106.14,Miami-Dade County,Florida,2000,observed,7.0,2.33,7.0,2.33,6.0,1.99
12086001802,12086,Census Tract 18.02,Miami-Dade County,Florida,2000,observed,15.0,2.85,15.0,2.85,15.0,2.85
12086011700,12086,Census Tract 117,Miami-Dade County,Florida,2000,observed,50.0,7.58,45.0,6.82,42.0,6.36
12086004304,12086,Census Tract 43.04,Miami-Dade County,Florida,2000,observed,8.0,0.51,8.0,0.51,7.0,0.44
12086007104,12086,Census Tract 71.04,Miami-Dade County,Florida,2000,observed,13.0,1.96,12.0,1.81,11.0,1.65
12086000214,12086,Census Tract 2.14,Miami-Dade County,Florida,2000,observed,45.0,6.13,42.0,5.72,40.0,5.45
12086009315,12086,Census Tract 93.15,Miami-Dade County,Florida,2000,observed,15.0,2.56,15.0,2.56,15.0,2.56
12086008601,12086,Census Tract 86.01,Miami-Dade County,Florida,2000,observed,1.0,0.42,1.0,0.42,1.0,0.42
12086980500,12086,Census Tract 9805,Miami-Dade County,Florida,2000,observed,1.0,0.64,1.0,0.64,1.0,0.64
12086003804,12086,Census Tract 38.04,Miami-Dade County,Florida,2000,observed,9.0,0.72,9.0,0.72,9.0,0.72
12086000107,12086,Census Tract 1.07,Miami-Dade County,Florida,2000,observed,1.0,0.22,1.0,0.22,1.0,0.22
12086008804,12086,Census Tract 88.04,Miami-Dade County,Florida,2000,observed,3.0,0.41,3.0,0.41,2.0,0.27
12086009035,12086,Census Tract 90.35,Miami-Dade County,Florida,2000,observed,54.0,3.12,54.0,3.12,48.0,2.77
12086013500,12086,Census Tract 135,Miami-Dade County,Florida,2000,observed,11.0,3.5,11.0,3.5,11.0,3.5
12086008806,12086,Census Tract 88.06,Miami-Dade County,Florida,2000,observed,2.0,0.37,2.0,0.37,2.0,0.37
12086009501,12086,Census Tract 95.01,Miami-Dade County,Florida,2000,observed,23.0,2.97,23.0,2.97,22.0,2.84
12086008416,12086,Census Tract 84.16,Miami-Dade County,Florida,2000,observed,10.0,1.1,10.0,1.1,9.0,0.99
12086005801,12086,Census Tract 58.01,Miami-Dade County,Florida,2000,observed,,,,,,
12086002402,12086,Census Tract 24.02,Miami-Dade County,Florida,2000,observed,26.0,2.21,25.0,2.12,25.0,2.12
12086009027,12086,Census Tract 90.27,Miami-Dade County,Florida,2000,observed,8.0,0.55,7.0,0.48,6.0,0.41
12086980600,12086,Census Tract 9806,Miami-Dade County,Florida,2000,observed,,,,,,
12086004500,12086,Census Tract 45,Miami-Dade County,Florida,2000,observed,5.0,0.63,5.0,0.63,5.0,0.63
12086005409,12086,Census Tract 54.09,Miami-Dade County,Florida,2000,observed,16.0,1.95,16.0,1.95,16.0,1.95
12086000707,12086,Census Tract 7.07,Miami-Dade County,Florida,2000,observed,2.0,0.38,2.0,0.38,2.0,0.38
12086003704,12086,Census Tract 37.04,Miami-Dade County,Florida,2000,observed,10.0,12.28,10.0,12.28,9.0,11.05
12086010006,12086,Census Tract 100.06,Miami-Dade County,Florida,2000,observed,6.0,2.25,6.0,2.25,5.0,1.88
12086005407,12086,Census Tract 54.07,Miami-Dade County,Florida,2000,observed,1.0,0.06,1.0,0.06,1.0,0.06
12086009046,12086,Census Tract 90.46,Miami-Dade County,Florida,2000,observed,,,,,,
12086008207,12086,Census Tract 82.07,Miami-Dade County,Florida,2000,observed,1.0,0.59,1.0,0.59,1.0,0.59
12086009703,12086,Census Tract 97.03,Miami-Dade County,Florida,2000,observed,2.0,1.22,2.0,1.22,2.0,1.22
12086011005,12086,Census Tract 110.05,Miami-Dade County,Florida,2000,observed,4.0,1.62,4.0,1.62,4.0,1.62
12086000404,12086,Census Tract 4.04,Miami-Dade County,Florida,2000,observed,66.0,11.98,66.0,11.98,66.0,11.98
12086008000,12086,Census Tract 80,Miami-Dade County,Florida,2000,observed,,,,,,
12086003913,12086,Census Tract 39.13,Miami-Dade County,Florida,2000,observed,30.0,1.27,30.0,1.27,30.0,1.27
12086000220,12086,Census Tract 2.20,Miami-Dade County,Florida,2000,observed,33.0,3.17,32.0,3.07,31.0,2.98
12086010016,12086,Census Tract 100.16,Miami-Dade County,Florida,2000,observed,1.0,0.49,1.0,0.49,1.0,0.49
12086016200,12086,Census Tract 162,Miami-Dade County,Florida,2000,observed,1.0,1.29,1.0,1.29,1.0,1.29
12086006900,12086,Census Tract 69,Miami-Dade County,Florida,2000,observed,9.0,0.92,8.0,0.82,8.0,0.82
12086007807,12086,Census Tract 78.07,Miami-Dade County,Florida,2000,observed,1.0,0.38,1.0,0.38,1.0,0.38
12086009903,12086,Census Tract 99.03,Miami-Dade County,Florida,2000,observed,2.0,1.72,2.0,1.72,2.0,1.72
12086017200,12086,Census Tract 172,Miami-Dade County,Florida,2000,observed,1.0,0.32,1.0,0.32,1.0,0.32
12086003705,12086,Census Tract 37.05,Miami-Dade County,Florida,2000,observed,,,,,,
12086000129,12086,Census Tract 1.29,Miami-Dade County,Florida,2000,observed,,,,,,
12086007701,12086,Census Tract 77.01,Miami-Dade County,Florida,2000,observed,10.0,1.99,10.0,1.99,10.0,1.99
12086016700,12086,Census Tract 167,Miami-Dade County,Florida,2000,observed,3.0,1.86,3.0,1.86,3.0,1.86
12086008405,12086,Census Tract 84.05,Miami-Dade County,Florida,2000,observed,10.0,1.64,9.0,1.48,7.0,1.15
12086010005,12086,Census Tract 100.05,Miami-Dade County,Florida,2000,observed,6.0,1.88,6.0,1.88,6.0,1.88
12086013800,12086,Census Tract 138,Miami-Dade County,Florida,2000,observed,47.0,3.68,45.0,3.53,44.0,3.45
12086002703,12086,Census Tract 27.03,Miami-Dade County,Florida,2000,observed,13.0,1.09,13.0,1.09,13.0,1.09
12086004203,12086,Census Tract 42.03,Miami-Dade County,Florida,2000,observed,21.0,2.33,21.0,2.33,20.0,2.21
12086001703,12086,Census Tract 17.03,Miami-Dade County,Florida,2000,observed,9.0,0.92,9.0,0.92,7.0,0.71
12086001005,12086,Census Tract 10.05,Miami-Dade County,Florida,2000,observed,8.0,1.45,8.0,1.45,7.0,1.27
12086019000,12086,Census Tract 190,Miami-Dade County,Florida,2000,observed,4.0,1.52,4.0,1.52,4.0,1.52
12086007002,12086,Census Tract 70.02,Miami-Dade County,Florida,2000,observed,8.0,0.57,8.0,0.57,8.0,0.57
12086007001,12086,Census Tract 70.01,Miami-Dade County,Florida,2000,observed,15.0,0.92,15.0,0.92,15.0,0.92
12086007705,12086,Census Tract 77.05,Miami-Dade County,Florida,2000,observed,10.0,0.96,10.0,0.96,10.0,0.96
12086006714,12086,Census Tract 67.14,Miami-Dade County,Florida,2000,observed,,,,,,
12086004902,12086,Census Tract 49.02,Miami-Dade County,Florida,2000,observed,7.0,0.64,7.0,0.64,6.0,0.55
12086012100,12086,Census Tract 121,Miami-Dade County,Florida,2000,observed,119.0,4.25,115.0,4.11,101.0,3.61
12086006602,12086,Census Tract 66.02,Miami-Dade County,Florida,2000,observed,8.0,0.45,8.0,0.45,8.0,0.45
12086011101,12086,Census Tract 111.01,Miami-Dade County,Florida,2000,observed,68.0,7.04,67.0,6.93,64.0,6.62
12086001701,12086,Census Tract 17.01,Miami-Dade County,Florida,2000,observed,15.0,2.62,14.0,2.45,12.0,2.1
12086005201,12086,Census Tract 52.01,Miami-Dade County,Florida,2000,observed,15.0,0.91,15.0,0.91,14.0,0.85
12086000408,12086,Census Tract 4.08,Miami-Dade County,Florida,2000,observed,35.0,3.6,35.0,3.6,34.0,3.5
12086003918,12086,Census Tract 39.18,Miami-Dade County,Florida,2000,observed,34.0,4.4,33.0,4.27,32.0,4.14
12086008205,12086,Census Tract 82.05,Miami-Dade County,Florida,2000,observed,,,,,,
12086010010,12086,Census Tract 100.10,Miami-Dade County,Florida,2000,observed,10.0,2.68,10.0,2.68,9.0,2.41
12086006206,12086,Census Tract 62.06,Miami-Dade County,Florida,2000,observed,5.0,0.44,5.0,0.44,5.0,0.44
12086004701,12086,Census Tract 47.01,Miami-Dade County,Florida,2000,observed,3.0,0.71,3.0,0.71,2.0,0.47
12086000412,12086,Census Tract 4.12,Miami-Dade County,Florida,2000,observed,12.0,0.95,12.0,0.95,12.0,0.95
12086006203,12086,Census Tract 62.03,Miami-Dade County,Florida,2000,observed,1.0,0.08,1.0,0.08,0.0,0.0
12086006201,12086,Census Tract 62.01,Miami-Dade County,Florida,2000,observed,4.0,0.5,4.0,0.5,2.0,0.25
12086000302,12086,Census Tract 3.02,Miami-Dade County,Florida,2000,observed,1.0,1.49,1.0,1.49,1.0,1.49
12086006002,12086,Census Tract 60.02,Miami-Dade County,Florida,2000,observed,2.0,0.63,2.0,0.63,2.0,0.63
12086008208,12086,Census Tract 82.08,Miami-Dade County,Florida,2000,observed,11.0,3.73,11.0,3.73,11.0,3.73
12086009503,12086,Census Tract 95.03,Miami-Dade County,Florida,2000,observed,12.0,5.64,12.0,5.64,12.0,5.64
12086015700,12086,Census Tract 157,Miami-Dade County,Florida,2000,observed,,,,,,
12086005403,12086,Census Tract 54.03,Miami-Dade County,Florida,2000,observed,3.0,1.05,3.0,1.05,2.0,0.7
12086009047,12086,Census Tract 90.47,Miami-Dade County,Florida,2000,observed,,,,,,
12086016300,12086,Census Tract 163,Miami-Dade County,Florida,2000,observed,,,,,,
12086005501,12086,Census Tract 55.01,Miami-Dade County,Florida,2000,observed,8.0,0.85,8.0,0.85,8.0,0.85
12086009022,12086,Census Tract 90.22,Miami-Dade County,Florida,2000,observed,1.0,0.13,1.0,0.13,1.0,0.13
12086003801,12086,Census Tract 38.01,Miami-Dade County,Florida,2000,observed,12.0,0.98,12.0,0.98,12.0,0.98
12086019700,12086,Census Tract 197,Miami-Dade County,Florida,2000,observed,1.0,1.69,1.0,1.69,1.0,1.69
12086005202,12086,Census Tract 52.02,Miami-Dade County,Florida,2000,observed,20.0,1.13,20.0,1.13,19.0,1.08
12086000414,12086,Census Tract 4.14,Miami-Dade County,Florida,2000,observed,68.0,10.23,62.0,9.33,53.0,7.98
