fips,cofips,tract,county,state,year,type,filings,filing_rate,threatened,threatened_rate,judgements,judgement_rate
12086010613,12086,Census Tract 106.13,Miami-Dade County,Florida,2002,observed,16.0,4.1,15.0,3.84,15.0,3.84
12086000901,12086,Census Tract 9.01,Miami-Dade County,Florida,2002,observed,22.0,5.11,21.0,4.88,21.0,4.88
12086009027,12086,Census Tract 90.27,Miami-Dade County,Florida,2002,observed,24.0,1.65,24.0,1.65,24.0,1.65
12086004205,12086,Census Tract 42.05,Miami-Dade County,Florida,2002,observed,28.0,3.01,26.0,2.8,25.0,2.69
12086000122,12086,Census Tract 1.22,Miami-Dade County,Florida,2002,observed,,,,,,
12086000128,12086,Census Tract 1.28,Miami-Dade County,Florida,2002,observed,,,,,,
12086015300,12086,Census Tract 153,Miami-Dade County,Florida,2002,observed,1.0,1.8,1.0,1.8,1.0,1.8
12086009807,12086,Census Tract 98.07,Miami-Dade County,Florida,2002,observed,36.0,4.31,35.0,4.19,33.0,3.95
12086000308,12086,Census Tract 3.08,Miami-Dade County,Florida,2002,observed,6.0,4.05,6.0,4.05,6.0,4.05
12086002402,12086,Census Tract 24.02,Miami-Dade County,Florida,2002,observed,47.0,3.99,46.0,3.9,45.0,3.82
12086009039,12086,Census Tract 90.39,Miami-Dade County,Florida,2002,observed,33.0,60.78,28.0,51.57,27.0,49.73
12086001803,12086,Census Tract 18.03,Miami-Dade County,Florida,2002,observed,81.0,7.66,81.0,7.66,72.0,6.81
12086009315,12086,Census Tract 93.15,Miami-Dade County,Florida,2002,observed,41.0,7.01,41.0,7.01,41.0,7.01
12086001204,12086,Census Tract 12.04,Miami-Dade County,Florida,2002,observed,63.0,5.29,63.0,5.29,63.0,5.29
12086013500,12086,Census Tract 135,Miami-Dade County,Florida,2002,observed,22.0,7.0,22.0,7.0,22.0,7.0
12086009028,12086,Census Tract 90.28,Miami-Dade County,Florida,2002,observed,7.0,2.28,7.0,2.28,7.0,2.28
12086003001,12086,Census Tract 30.01,Miami-Dade County,Florida,2002,observed,42.0,4.37,41.0,4.27,41.0,4.27
12086000903,12086,Census Tract 9.03,Miami-Dade County,Florida,2002,observed,11.0,2.34,11.0,2.34,11.0,2.34
12086009040,12086,Census Tract 90.40,Miami-Dade County,Florida,2002,observed,5.0,35.57,4.0,28.46,1.0,7.11
12086011300,12086,Census Tract 113,Miami-Dade County,Florida,2002,observed,173.0,10.38,170.0,10.2,170.0,10.2
12086005406,12086,Census Tract 54.06,Miami-Dade County,Florida,2002,observed,18.0,2.23,18.0,2.23,17.0,2.1
12086005904,12086,Census Tract 59.04,Miami-Dade County,Florida,2002,observed,6.0,1.34,6.0,1.34,6.0,1.34
12086000123,12086,Census Tract 1.23,Miami-Dade County,Florida,2002,observed,7.0,0.94,7.0,0.94,5.0,0.67
12086006203,12086,Census Tract 62.03,Miami-Dade County,Florida,2002,observed,2.0,0.16,2.0,0.16,1.0,0.08
12086006714,12086,Census Tract 67.14,Miami-Dade County,Florida,2002,observed,,,,,,
12086009901,12086,Census Tract 99.01,Miami-Dade County,Florida,2002,observed,204.0,14.87,176.0,12.83,159.0,11.59
12086000405,12086,Census Tract 4.05,Miami-Dade County,Florida,2002,observed,7.0,5.04,6.0,4.32,5.0,3.6
12086006302,12086,Census Tract 63.02,Miami-Dade County,Florida,2002,observed,7.0,0.97,7.0,0.97,7.0,0.97
12086008501,12086,Census Tract 85.01,Miami-Dade County,Florida,2002,observed,5.0,1.62,4.0,1.3,4.0,1.3
12086009035,12086,Census Tract 90.35,Miami-Dade County,Florida,2002,observed,110.0,6.35,100.0,5.77,93.0,5.37
12086010010,12086,Census Tract 100.10,Miami-Dade County,Florida,2002,observed,13.0,3.49,10.0,2.68,10.0,2.68
12086014800,12086,Census Tract 148,Miami-Dade County,Florida,2002,observed,39.0,9.92,38.0,9.67,30.0,7.63
12086017500,12086,Census Tract 175,Miami-Dade County,Florida,2002,observed,21.0,2.06,17.0,1.67,17.0,1.67
12086000414,12086,Census Tract 4.14,Miami-Dade County,Florida,2002,observed,72.0,10.84,66.0,9.93,63.0,9.48
12086008418,12086,Census Tract 84.18,Miami-Dade County,Florida,2002,observed,3.0,0.49,3.0,0.49,2.0,0.33
12086007902,12086,Census Tract 79.02,Miami-Dade County,Florida,2002,observed,,,,,,
12086000707,12086,Census Tract 7.07,Miami-Dade County,Florida,2002,observed,10.0,1.92,10.0,1.92,10.0,1.92
12086008806,12086,Census Tract 88.06,Miami-Dade County,Florida,2002,observed,4.0,0.74,4.0,0.74,4.0,0.74
12086010300,12086,Census Tract 103,Miami-Dade County,Florida,2002,observed,8.0,2.22,8.0,2.22,8.0,2.22
12086016600,12086,Census Tract 166,Miami-Dade County,Florida,2002,observed,3.0,3.41,3.0,3.41,3.0,3.41
12086000209,12086,Census Tract 2.09,Miami-Dade County,Florida,2002,observed,72.0,3.57,71.0,3.52,71.0,3.52
12086005303,12086,Census Tract 53.03,Miami-Dade County,Florida,2002,observed,36.0,2.28,33.0,2.09,33.0,2.09
12086001205,12086,Census Tract 12.05,Miami-Dade County,Florida,2002,observed,5.0,1.07,4.0,0.85,4.0,0.85
12086005202,12086,Census Tract 52.02,Miami-Dade County,Florida,2002,observed,37.0,2.1,35.0,1.98,35.0,1.98
12086000113,12086,Census Tract 1.13,Miami-Dade County,Florida,2002,observed,67.0,8.51,59.0,7.5,54.0,6.86
12086008502,12086,Census Tract 85.02,Miami-Dade County,Florida,2002,observed,2.0,0.53,2.0,0.53,2.0,0.53
12086011102,12086,Census Tract 111.02,Miami-Dade County,Florida,2002,observed,5.0,0.39,5.0,0.39,5.0,0.39
12086003919,12086,Census Tract 39.19,Miami-Dade County,Florida,2002,observed,1.0,0.11,1.0,0.11,1.0,0.11
12086002706,12086,Census Tract 27.06,Miami-Dade County,Florida,2002,observed,39.0,3.97,37.0,3.77,36.0,3.66
12086000710,12086,Census Tract 7.10,Miami-Dade County,Florida,2002,observed,26.0,2.49,26.0,2.49,26.0,2.49
12086001302,12086,Census Tract 13.02,Miami-Dade County,Florida,2002,observed,81.0,5.21,80.0,5.14,78.0,5.02
12086010612,12086,Census Tract 106.12,Miami-Dade County,Florida,2002,observed,9.0,1.99,9.0,1.99,9.0,1.99
12086003707,12086,Census Tract 37.07,Miami-Dade County,Florida,2002,observed,3.0,6.2,3.0,6.2,3.0,6.2
12086011700,12086,Census Tract 117,Miami-Dade County,Florida,2002,observed,77.0,11.67,76.0,11.52,73.0,11.06
12086000605,12086,Census Tract 6.05,Miami-Dade County,Florida,2002,observed,6.0,1.85,6.0,1.85,6.0,1.85
12086011009,12086,Census Tract 110.09,Miami-Dade County,Florida,2002,observed,,,,,,
12086015100,12086,Census Tract 151,Miami-Dade County,Florida,2002,observed,,,,,,
12086008409,12086,Census Tract 84.09,Miami-Dade County,Florida,2002,observed,17.0,3.74,15.0,3.3,12.0,2.64
12086014300,12086,Census Tract 143,Miami-Dade County,Florida,2002,observed,,,,,,
12086007901,12086,Census Tract 79.01,Miami-Dade County,Florida,2002,observed,3.0,1.01,3.0,1.01,3.0,1.01
12086001606,12086,Census Tract 16.06,Miami-Dade County,Florida,2002,observed,24.0,2.95,24.0,2.95,24.0,2.95
12086010009,12086,Census Tract 100.09,Miami-Dade County,Florida,2002,observed,14.0,6.73,14.0,6.73,13.0,6.25
12086001004,12086,Census Tract 10.04,Miami-Dade County,Florida,2002,observed,62.0,5.58,60.0,5.4,56.0,5.04
12086015400,12086,Census Tract 154,Miami-Dade County,Florida,2002,observed,3.0,3.38,3.0,3.38,3.0,3.38
12086009313,12086,Census Tract 93.13,Miami-Dade County,Florida,2002,observed,5.0,0.59,5.0,0.59,5.0,0.59
12086003703,12086,Census Tract 37.03,Miami-Dade County,Florida,2002,observed,,,,,,
12086016800,12086,Census Tract 168,Miami-Dade County,Florida,2002,observed,3.0,0.46,3.0,0.46,3.0,0.46
12086006707,12086,Census Tract 67.07,Miami-Dade County,Florida,2002,observed,13.0,2.29,13.0,2.29,12.0,2.11
12086011500,12086,Census Tract 115,Miami-Dade County,Florida,2002,observed,5.0,2.15,5.0,2.15,5.0,2.15
12086009307,12086,Census Tract 93.07,Miami-Dade County,Florida,2002,observed,70.0,4.57,70.0,4.57,69.0,4.5
12086000806,12086,Census Tract 8.06,Miami-Dade County,Florida,2002,observed,18.0,1.85,18.0,1.85,16.0,1.65
12086004607,12086,Census Tract 46.07,Miami-Dade County,Florida,2002,observed,2.0,1.42,1.0,0.71,1.0,0.71
12086000134,12086,Census Tract 1.34,Miami-Dade County,Florida,2002,observed,8.0,2.7,8.0,2.7,8.0,2.7
12086002702,12086,Census Tract 27.02,Miami-Dade County,Florida,2002,observed,20.0,3.83,20.0,3.83,19.0,3.64
12086018200,12086,Census Tract 182,Miami-Dade County,Florida,2002,observed,24.0,5.46,23.0,5.23,21.0,4.78
12086000306,12086,Census Tract 3.06,Miami-Dade County,Florida,2002,observed,71.0,6.51,69.0,6.32,67.0,6.14
12086001002,12086,Census Tract 10.02,Miami-Dade County,Florida,2002,observed,86.0,12.87,86.0,12.87,86.0,12.87
12086006101,12086,Census Tract 61.01,Miami-Dade County,Florida,2002,observed,6.0,2.14,6.0,2.14,6.0,2.14
12086000706,12086,Census Tract 7.06,Miami-Dade County,Florida,2002,observed,30.0,1.72,28.0,1.6,28.0,1.6
12086003915,12086,Census Tract 39.15,Miami-Dade County,Florida,2002,observed,34.0,2.32,34.0,2.32,32.0,2.18
12086009024,12086,Census Tract 90.24,Miami-Dade County,Florida,2002,observed,96.0,10.97,84.0,9.6,73.0,8.34
12086002900,12086,Census Tract 29,Miami-Dade County,Florida,2002,observed,23.0,4.44,23.0,4.44,23.0,4.44
12086000307,12086,Census Tract 3.07,Miami-Dade County,Florida,2002,observed,2.0,1.18,2.0,1.18,2.0,1.18
12086014700,12086,Census Tract 147,Miami-Dade County,Florida,2002,observed,38.0,5.22,36.0,4.95,34.0,4.67
12086010704,12086,Census Tract 107.04,Miami-Dade County,Florida,2002,observed,15.0,1.71,15.0,1.71,14.0,1.6
12086001801,12086,Census Tract 18.01,Miami-Dade County,Florida,2002,observed,46.0,7.65,45.0,7.49,44.0,7.32
12086016300,12086,Census Tract 163,Miami-Dade County,Florida,2002,observed,1.0,1.29,1.0,1.29,1.0,1.29
12086009803,12086,Census Tract 98.03,Miami-Dade County,Florida,2002,observed,6.0,4.38,6.0,4.38,5.0,3.65
12086000212,12086,Census Tract 2.12,Miami-Dade County,Florida,2002,observed,88.0,14.02,83.0,13.22,81.0,12.9
12086001603,12086,Census Tract 16.03,Miami-Dade County,Florida,2002,observed,7.0,0.54,7.0,0.54,7.0,0.54
12086010012,12086,Census Tract 100.12,Miami-Dade County,Florida,2002,observed,14.0,3.14,13.0,2.92,12.0,2.69
12086008202,12086,Census Tract 82.02,Miami-Dade County,Florida,2002,observed,7.0,4.21,7.0,4.21,7.0,4.21
12086006102,12086,Census Tract 61.02,Miami-Dade County,Florida,2002,observed,5.0,0.99,5.0,0.99,5.0,0.99
12086008906,12086,Census Tract 89.06,Miami-Dade County,Florida,2002,observed,14.0,1.8,14.0,1.8,13.0,1.68
12086005302,12086,Census Tract 53.02,Miami-Dade County,Florida,2002,observed,78.0,2.89,78.0,2.89,78.0,2.89
12086009703,12086,Census Tract 97.03,Miami-Dade County,Florida,2002,observed,8.0,4.89,6.0,3.66,6.0,3.66
12086000411,12086,Census Tract 4.11,Miami-Dade County,Florida,2002,observed,77.0,12.4,77.0,12.4,76.0,12.23
12086005201,12086,Census Tract 52.01,Miami-Dade County,Florida,2002,observed,39.0,2.37,39.0,2.37,38.0,2.31
12086004902,12086,Census Tract 49.02,Miami-Dade County,Florida,2002,observed,14.0,1.28,14.0,1.28,14.0,1.28
12086006205,12086,Census Tract 62.05,Miami-Dade County,Florida,2002,observed,13.0,1.75,12.0,1.62,12.0,1.62
12086001005,12086,Census Tract 10.05,Miami-Dade County,Florida,2002,observed,26.0,4.72,22.0,3.99,20.0,3.63
12086000603,12086,Census Tract 6.03,Miami-Dade County,Florida,2002,observed,3.0,0.62,2.0,0.41,2.0,0.41
12086020000,12086,Census Tract 200,Miami-Dade County,Florida,2002,observed,9.0,6.43,9.0,6.43,8.0,5.72
12086003912,12086,Census Tract 39.12,Miami-Dade County,Florida,2002,observed,19.0,1.82,18.0,1.72,18.0,1.72
12086000109,12086,Census Tract 1.09,Miami-Dade County,Florida,2002,observed,29.0,7.73,29.0,7.73,29.0,7.73
12086003702,12086,Census Tract 37.02,Miami-Dade County,Florida,2002,observed,56.0,6.66,52.0,6.18,52.0,6.18
12086007805,12086,Census Tract 78.05,Miami-Dade County,Florida,2002,observed,9.0,0.69,8.0,0.61,8.0,0.61
12086019400,12086,Census Tract 194,Miami-Dade County,Florida,2002,observed,4.0,3.16,4.0,3.16,3.0,2.37
12086008904,12086,Census Tract 89.04,Miami-Dade County,Florida,2002,observed,,,,,,
12086013300,12086,Census Tract 133,Miami-Dade County,Florida,2002,observed,13.0,6.29,12.0,5.81,12.0,5.81
12086008415,12086,Census Tract 84.15,Miami-Dade County,Florida,2002,observed,2.0,3.7,2.0,3.7,2.0,3.7
12086004701,12086,Census Tract 47.01,Miami-Dade County,Florida,2002,observed,5.0,1.18,5.0,1.18,5.0,1.18
12086009031,12086,Census Tract 90.31,Miami-Dade County,Florida,2002,observed,26.0,2.89,23.0,2.56,23.0,2.56
12086006403,12086,Census Tract 64.03,Miami-Dade County,Florida,2002,observed,15.0,2.01,15.0,2.01,15.0,2.01
12086000712,12086,Census Tract 7.12,Miami-Dade County,Florida,2002,observed,28.0,4.53,27.0,4.37,27.0,4.37
12086013400,12086,Census Tract 134,Miami-Dade County,Florida,2002,observed,6.0,0.51,6.0,0.51,6.0,0.51
12086006711,12086,Census Tract 67.11,Miami-Dade County,Florida,2002,observed,,,,,,
12086001605,12086,Census Tract 16.05,Miami-Dade County,Florida,2002,observed,21.0,3.33,20.0,3.18,20.0,3.18
12086009905,12086,Census Tract 99.05,Miami-Dade County,Florida,2002,observed,11.0,6.97,11.0,6.97,11.0,6.97
12086018600,12086,Census Tract 186,Miami-Dade County,Florida,2002,observed,29.0,5.77,27.0,5.37,27.0,5.37
12086009305,12086,Census Tract 93.05,Miami-Dade County,Florida,2002,observed,4.0,1.28,4.0,1.28,4.0,1.28
12086010609,12086,Census Tract 106.09,Miami-Dade County,Florida,2002,observed,38.0,6.28,36.0,5.95,35.0,5.79
12086004301,12086,Census Tract 43.01,Miami-Dade County,Florida,2002,observed,83.0,13.67,75.0,12.35,69.0,11.37
12086005902,12086,Census Tract 59.02,Miami-Dade County,Florida,2002,observed,4.0,0.82,4.0,0.82,4.0,0.82
12086009706,12086,Census Tract 97.06,Miami-Dade County,Florida,2002,observed,,,,,,
12086004303,12086,Census Tract 43.03,Miami-Dade County,Florida,2002,observed,42.0,2.17,41.0,2.12,40.0,2.07
12086007400,12086,Census Tract 74,Miami-Dade County,Florida,2002,observed,15.0,2.42,14.0,2.26,11.0,1.77
12086006601,12086,Census Tract 66.01,Miami-Dade County,Florida,2002,observed,44.0,2.61,43.0,2.55,43.0,2.55
12086010013,12086,Census Tract 100.13,Miami-Dade County,Florida,2002,observed,2.0,1.31,2.0,1.31,2.0,1.31
12086980200,12086,Census Tract 9802,Miami-Dade County,Florida,2002,observed,,,,,,
12086009020,12086,Census Tract 90.20,Miami-Dade County,Florida,2002,observed,3.0,0.55,3.0,0.55,3.0,0.55
12086007103,12086,Census Tract 71.03,Miami-Dade County,Florida,2002,observed,14.0,3.79,11.0,2.98,9.0,2.44
12086019800,12086,Census Tract 198,Miami-Dade County,Florida,2002,observed,5.0,6.41,5.0,6.41,5.0,6.41
12086980900,12086,Census Tract 9809,Miami-Dade County,Florida,2002,observed,,,,,,
12086000202,12086,Census Tract 2.02,Miami-Dade County,Florida,2002,observed,20.0,3.23,20.0,3.23,19.0,3.07
12086008209,12086,Census Tract 82.09,Miami-Dade County,Florida,2002,observed,1.0,0.34,1.0,0.34,1.0,0.34
12086016000,12086,Census Tract 160,Miami-Dade County,Florida,2002,observed,3.0,1.74,3.0,1.74,3.0,1.74
12086000804,12086,Census Tract 8.04,Miami-Dade County,Florida,2002,observed,12.0,1.48,12.0,1.48,12.0,1.48
12086006709,12086,Census Tract 67.09,Miami-Dade County,Florida,2002,observed,,,,,,
12086018000,12086,Census Tract 180,Miami-Dade County,Florida,2002,observed,13.0,18.84,9.0,13.04,9.0,13.04
12086000413,12086,Census Tract 4.13,Miami-Dade County,Florida,2002,observed,69.0,8.05,62.0,7.23,51.0,5.95
12086008307,12086,Census Tract 83.07,Miami-Dade County,Florida,2002,observed,4.0,1.62,4.0,1.62,4.0,1.62
12086006702,12086,Census Tract 67.02,Miami-Dade County,Florida,2002,observed,15.0,1.46,15.0,1.46,13.0,1.26
12086002703,12086,Census Tract 27.03,Miami-Dade County,Florida,2002,observed,33.0,2.76,29.0,2.42,26.0,2.17
12086020200,12086,Census Tract 202,Miami-Dade County,Florida,2002,observed,26.0,6.78,26.0,6.78,26.0,6.78
12086009010,12086,Census Tract 90.10,Miami-Dade County,Florida,2002,observed,3.0,1.01,3.0,1.01,2.0,0.67
12086005502,12086,Census Tract 55.02,Miami-Dade County,Florida,2002,observed,14.0,0.94,14.0,0.94,14.0,0.94
12086013600,12086,Census Tract 136,Miami-Dade County,Florida,2002,observed,27.0,3.36,27.0,3.36,27.0,3.36
12086000204,12086,Census Tract 2.04,Miami-Dade County,Florida,2002,observed,8.0,3.21,8.0,3.21,8.0,3.21
12086002202,12086,Census Tract 22.02,Miami-Dade County,Florida,2002,observed,54.0,6.91,50.0,6.4,47.0,6.02
12086000206,12086,Census Tract 2.06,Miami-Dade County,Florida,2002,observed,39.0,6.22,39.0,6.22,37.0,5.9
12086003004,12086,Census Tract 30.04,Miami-Dade County,Florida,2002,observed,43.0,2.74,43.0,2.74,42.0,2.68
12086007101,12086,Census Tract 71.01,Miami-Dade County,Florida,2002,observed,36.0,3.75,34.0,3.54,33.0,3.44
12086007704,12086,Census Tract 77.04,Miami-Dade County,Florida,2002,observed,33.0,3.43,31.0,3.22,31.0,3.22
12086009034,12086,Census Tract 90.34,Miami-Dade County,Florida,2002,observed,49.0,5.15,42.0,4.42,42.0,4.42
12086012900,12086,Census Tract 129,Miami-Dade County,Florida,2002,observed,10.0,2.27,9.0,2.05,9.0,2.05
12086011900,12086,Census Tract 119,Miami-Dade County,Florida,2002,observed,47.0,10.66,42.0,9.52,41.0,9.3
12086007104,12086,Census Tract 71.04,Miami-Dade County,Florida,2002,observed,13.0,1.96,13.0,1.96,13.0,1.96
12086007200,12086,Census Tract 72,Miami-Dade County,Florida,2002,observed,52.0,7.16,49.0,6.75,43.0,5.92
12086001102,12086,Census Tract 11.02,Miami-Dade County,Florida,2002,observed,7.0,3.65,7.0,3.65,7.0,3.65
12086001901,12086,Census Tract 19.01,Miami-Dade County,Florida,2002,observed,173.0,15.87,167.0,15.32,158.0,14.5
12086000409,12086,Census Tract 4.09,Miami-Dade County,Florida,2002,observed,23.0,10.25,23.0,10.25,23.0,10.25
12086004403,12086,Census Tract 44.03,Miami-Dade County,Florida,2002,observed,38.0,2.58,37.0,2.51,36.0,2.44
12086000305,12086,Census Tract 3.05,Miami-Dade County,Florida,2002,observed,168.0,11.77,162.0,11.35,159.0,11.14
12086009501,12086,Census Tract 95.01,Miami-Dade County,Florida,2002,observed,101.0,13.03,97.0,12.52,91.0,11.74
12086008602,12086,Census Tract 86.02,Miami-Dade County,Florida,2002,observed,8.0,3.81,7.0,3.33,7.0,3.33
12086008207,12086,Census Tract 82.07,Miami-Dade County,Florida,2002,observed,3.0,1.76,3.0,1.76,3.0,1.76
12086002003,12086,Census Tract 20.03,Miami-Dade County,Florida,2002,observed,46.0,5.76,45.0,5.64,43.0,5.39
12086009036,12086,Census Tract 90.36,Miami-Dade County,Florida,2002,observed,,,,,,
12086010015,12086,Census Tract 100.15,Miami-Dade County,Florida,2002,observed,49.0,24.75,38.0,19.2,32.0,16.16
12086000608,12086,Census Tract 6.08,Miami-Dade County,Florida,2002,observed,21.0,2.08,21.0,2.08,21.0,2.08
12086010900,12086,Census Tract 109,Miami-Dade County,Florida,2002,observed,43.0,3.92,42.0,3.83,39.0,3.55
12086005405,12086,Census Tract 54.05,Miami-Dade County,Florida,2002,observed,12.0,1.44,12.0,1.44,12.0,1.44
12086010208,12086,Census Tract 102.08,Miami-Dade County,Florida,2002,observed,89.0,7.23,83.0,6.74,75.0,6.09
12086008309,12086,Census Tract 83.09,Miami-Dade County,Florida,2002,observed,37.0,5.72,35.0,5.41,33.0,5.1
12086019500,12086,Census Tract 195,Miami-Dade County,Florida,2002,observed,5.0,5.53,5.0,5.53,5.0,5.53
12086005002,12086,Census Tract 50.02,Miami-Dade County,Florida,2002,observed,11.0,1.22,11.0,1.22,11.0,1.22
12086001003,12086,Census Tract 10.03,Miami-Dade County,Florida,2002,observed,47.0,6.45,45.0,6.17,42.0,5.76
12086001702,12086,Census Tract 17.02,Miami-Dade County,Florida,2002,observed,66.0,14.1,64.0,13.68,60.0,12.82
12086010204,12086,Census Tract 102.04,Miami-Dade County,Florida,2002,observed,4.0,1.75,4.0,1.75,4.0,1.75
12086009309,12086,Census Tract 93.09,Miami-Dade County,Florida,2002,observed,41.0,3.4,39.0,3.23,39.0,3.23
12086016400,12086,Census Tract 164,Miami-Dade County,Florida,2002,observed,,,,,,
12086011403,12086,Census Tract 114.03,Miami-Dade County,Florida,2002,observed,34.0,6.2,34.0,6.2,33.0,6.02
12086014500,12086,Census Tract 145,Miami-Dade County,Florida,2002,observed,6.0,5.04,6.0,5.04,6.0,5.04
12086006705,12086,Census Tract 67.05,Miami-Dade County,Florida,2002,observed,,,,,,
12086000601,12086,Census Tract 6.01,Miami-Dade County,Florida,2002,observed,5.0,1.66,5.0,1.66,5.0,1.66
12086006900,12086,Census Tract 69,Miami-Dade County,Florida,2002,observed,17.0,1.75,17.0,1.75,17.0,1.75
12086008412,12086,Census Tract 84.12,Miami-Dade County,Florida,2002,observed,104.0,6.24,98.0,5.88,95.0,5.7
12086000125,12086,Census Tract 1.25,Miami-Dade County,Florida,2002,observed,10.0,5.03,9.0,4.53,9.0,4.53
12086980600,12086,Census Tract 9806,Miami-Dade County,Florida,2002,observed,,,,,,
12086005600,12086,Census Tract 56,Miami-Dade County,Florida,2002,observed,9.0,1.75,9.0,1.75,8.0,1.56
12086000118,12086,Census Tract 1.18,Miami-Dade County,Florida,2002,observed,2.0,1.58,2.0,1.58,2.0,1.58
12086003100,12086,Census Tract 31,Miami-Dade County,Florida,2002,observed,204.0,16.41,195.0,15.69,183.0,14.72
12086010210,12086,Census Tract 102.10,Miami-Dade County,Florida,2002,observed,36.0,6.33,35.0,6.16,32.0,5.63
12086000115,12086,Census Tract 1.15,Miami-Dade County,Florida,2002,observed,98.0,7.34,89.0,6.67,80.0,5.99
12086011600,12086,Census Tract 116,Miami-Dade County,Florida,2002,observed,51.0,7.47,50.0,7.32,48.0,7.03
12086000130,12086,Census Tract 1.30,Miami-Dade County,Florida,2002,observed,2.0,0.86,2.0,0.86,2.0,0.86
12086007604,12086,Census Tract 76.04,Miami-Dade County,Florida,2002,observed,17.0,1.29,17.0,1.29,17.0,1.29
12086009808,12086,Census Tract 98.08,Miami-Dade County,Florida,2002,observed,69.0,10.9,66.0,10.43,64.0,10.11
12086001401,12086,Census Tract 14.01,Miami-Dade County,Florida,2002,observed,70.0,5.72,67.0,5.47,62.0,5.07
12086006709,12086,Census Tract 67.09,Miami-Dade County,Florida,2003,observed,,,,,,
12086010205,12086,Census Tract 102.05,Miami-Dade County,Florida,2003,observed,3.0,1.36,3.0,1.36,3.0,1.36
12086007804,12086,Census Tract 78.04,Miami-Dade County,Florida,2003,observed,27.0,4.64,27.0,4.64,27.0,4.64
12086006402,12086,Census Tract 64.02,Miami-Dade County,Florida,2003,observed,24.0,2.91,24.0,2.91,23.0,2.79
12086014000,12086,Census Tract 140,Miami-Dade County,Florida,2003,observed,2.0,2.19,2.0,2.19,2.0,2.19
12086000130,12086,Census Tract 1.30,Miami-Dade County,Florida,2003,observed,3.0,1.29,3.0,1.29,2.0,0.86
12086000131,12086,Census Tract 1.31,Miami-Dade County,Florida,2003,observed,29.0,16.46,28.0,15.89,28.0,15.89
12086010009,12086,Census Tract 100.09,Miami-Dade County,Florida,2003,observed,7.0,3.37,6.0,2.88,5.0,2.4
12086013700,12086,Census Tract 137,Miami-Dade County,Florida,2003,observed,49.0,6.45,46.0,6.05,41.0,5.39
12086018000,12086,Census Tract 180,Miami-Dade County,Florida,2003,observed,8.0,11.59,8.0,11.59,8.0,11.59
12086008207,12086,Census Tract 82.07,Miami-Dade County,Florida,2003,observed,3.0,1.76,3.0,1.76,3.0,1.76
12086006714,12086,Census Tract 67.14,Miami-Dade County,Florida,2003,observed,,,,,,
12086019200,12086,Census Tract 192,Miami-Dade County,Florida,2003,observed,3.0,1.49,3.0,1.49,3.0,1.49
12086001606,12086,Census Tract 16.06,Miami-Dade County,Florida,2003,observed,6.0,0.74,6.0,0.74,6.0,0.74
12086007806,12086,Census Tract 78.06,Miami-Dade County,Florida,2003,observed,,,,,,
12086008702,12086,Census Tract 87.02,Miami-Dade County,Florida,2003,observed,4.0,1.56,4.0,1.56,4.0,1.56
12086007101,12086,Census Tract 71.01,Miami-Dade County,Florida,2003,observed,32.0,3.33,31.0,3.23,30.0,3.12
12086016200,12086,Census Tract 162,Miami-Dade County,Florida,2003,observed,1.0,1.29,1.0,1.29,1.0,1.29
12086003702,12086,Census Tract 37.02,Miami-Dade County,Florida,2003,observed,39.0,4.64,38.0,4.52,37.0,4.4
12086000504,12086,Census Tract 5.04,Miami-Dade County,Florida,2003,observed,41.0,5.09,39.0,4.84,35.0,4.35
12086008101,12086,Census Tract 81.01,Miami-Dade County,Florida,2003,observed,1.0,1.19,1.0,1.19,1.0,1.19
12086011800,12086,Census Tract 118,Miami-Dade County,Florida,2003,observed,,,,,,
12086000120,12086,Census Tract 1.20,Miami-Dade County,Florida,2003,observed,11.0,1.16,11.0,1.16,11.0,1.16
12086000206,12086,Census Tract 2.06,Miami-Dade County,Florida,2003,observed,39.0,6.22,39.0,6.22,39.0,6.22
12086013600,12086,Census Tract 136,Miami-Dade County,Florida,2003,observed,28.0,3.48,28.0,3.48,28.0,3.48
12086980800,12086,Census Tract 9808,Miami-Dade County,Florida,2003,observed,,,,,,
12086980700,12086,Census Tract 9807,Miami-Dade County,Florida,2003,observed,,,,,,
12086004304,12086,Census Tract 43.04,Miami-Dade County,Florida,2003,observed,19.0,1.21,19.0,1.21,19.0,1.21
12086005303,12086,Census Tract 53.03,Miami-Dade County,Florida,2003,observed,19.0,1.2,19.0,1.2,18.0,1.14
12086003703,12086,Census Tract 37.03,Miami-Dade County,Florida,2003,observed,30.0,41.34,29.0,39.97,28.0,38.59
12086009043,12086,Census Tract 90.43,Miami-Dade County,Florida,2003,observed,,,,,,
12086008206,12086,Census Tract 82.06,Miami-Dade County,Florida,2003,observed,8.0,5.03,7.0,4.4,6.0,3.77
12086010010,12086,Census Tract 100.10,Miami-Dade County,Florida,2003,observed,15.0,4.02,15.0,4.02,15.0,4.02
12086005002,12086,Census Tract 50.02,Miami-Dade County,Florida,2003,observed,9.0,1.0,9.0,1.0,9.0,1.0
12086017800,12086,Census Tract 178,Miami-Dade County,Florida,2003,observed,83.0,7.08,76.0,6.49,72.0,6.14
12086012700,12086,Census Tract 127,Miami-Dade County,Florida,2003,observed,,,,,,
12086009028,12086,Census Tract 90.28,Miami-Dade County,Florida,2003,observed,8.0,2.6,7.0,2.28,6.0,1.95
12086001701,12086,Census Tract 17.01,Miami-Dade County,Florida,2003,observed,51.0,8.92,46.0,8.05,43.0,7.52
